fips,date,aggregate_level,country,state,index,cases,deaths,recovered,cumulative_icu,cumulative_hospitalized,current_icu,current_icu_total,current_hospitalized,current_ventilated,staffed_beds,icu_beds,positive_tests,negative_tests,contact_tracers_count,hospital_beds_in_use_any,Rt_MAP__new_cases,Rt_ci31__new_cases,Rt_ci68__new_cases,Rt_ci5__new_cases,Rt_ci95__new_cases,new_deaths,Rt_MAP__new_deaths,Rt_ci31__new_deaths,Rt_ci68__new_deaths,Rt_ci5__new_deaths,Rt_ci95__new_deaths,lag_days__new_deaths,Rt_MAP_composite,Rt_ci95_composite
01,2020-06-28,state,USA,AL,,35441,919.0,0.0,790.0,2703.0,,,655.0,,,,35441,350839,150,,1.18,1.12,1.22,1.0,1.34,11.879618469702068,0.92,0.8200000000000001,1.46,0.28,2.38,0.0,1.1563952705050229,1.256395270505023
05,2020-06-28,state,USA,AR,,19818,264.0,0.0,,1373.0,,,278.0,63.0,,,19310,271912,374,,1.04,0.98,1.1,0.8200000000000001,1.24,5.125957744807773,0.8,0.84,1.68,0.24,2.96,2.0,1.0526889534201866,1.1526889534201867
04,2020-06-28,state,USA,AZ,,73961,1594.0,0.0,,4617.0,666.0,,2691.0,475.0,,,73908,435988,396,,1.14,1.1,1.14,1.02,1.22,33.52511603172229,1.04,0.86,1.3,0.4,1.88,-1.0,1.1648336566427544,1.2648336566427545
06,2020-06-28,state,USA,CA,,216955,5937.0,0.0,,,1602.0,,5956.0,,,,211243,3744709,7000,,1.2,1.18,1.22,1.12,1.26,62.991088345665105,1.02,0.86,1.2,0.48,1.62,4.0,1.214889510165968,1.314889510165968
08,2020-06-28,state,USA,CO,,32290,1676.0,0.0,,5399.0,,,235.0,,,,32022,281689,525,,1.08,0.98,1.16,0.76,1.38,3.9244633288044386,0.68,0.78,1.62,0.2,2.9,0.0,1.0894523115484325,1.1894523115484323
09,2020-06-28,state,USA,CT,,46303,4316.0,0.0,,10268.0,,,103.0,,,,46303,392320,860,,0.7000000000000001,0.56,0.9,0.22,1.32,2.7833649412203125,0.6,0.74,1.58,0.18,2.92,-10.0,0.8092977782363951,0.9662157461866724
11,2020-06-28,state,USA,DC,,10248,550.0,0.0,,,34.0,,126.0,27.0,,345.0,10248,82884,300,1864.0,0.98,0.8,1.22,0.38,1.76,1.9375830091742028,0.78,0.94,1.96,0.24,3.56,1.0,0.9626078075715424,1.2076139132101589
10,2020-06-28,state,USA,DE,,11226,507.0,0.0,,,14.0,,78.0,,,,11226,95120,116,,1.26,1.1,1.38,0.72,1.76,4.223686185287926,0.62,0.72,1.48,0.2,2.72,0.0,1.2497449351016292,1.4065255099808418
12,2020-06-28,state,USA,FL,,141067,3418.0,0.0,,14540.0,,,,,,,141075,1740822,1600,,1.3,1.28,1.32,1.22,1.36,41.00515932493733,1.08,0.9,1.3,0.44,1.84,-1.0,1.3375532859129209,1.4375532859129208
13,2020-06-28,state,USA,GA,,72800,2735.0,0.0,2268.0,10711.0,,,1236.0,,,,77210,729728,1300,,1.24,1.2,1.26,1.12,1.36,15.110211782345994,0.7000000000000001,0.64,1.14,0.2,1.88,0.0,1.2471621481034485,1.3471621481034486
15,2020-06-28,state,USA,HI,,883,18.0,0.0,,110.0,,,,,,,872,74606,80,,1.08,0.92,1.6,0.34,2.5,,,,,,,,1.0855237708730434,1.5201346382824132
19,2020-06-28,state,USA,IA,,28520,706.0,0.0,,,36.0,,118.0,18.0,,,28489,267426,200,,1.1,1.02,1.16,0.84,1.34,2.7278191028835668,0.72,0.86,1.82,0.22,3.3200000000000003,0.0,1.1007884773921126,1.2007884773921127
16,2020-06-28,state,USA,ID,,5543,91.0,0.0,111.0,312.0,15.0,,42.0,,,,5319,81026,250,,1.34,1.22,1.42,0.98,1.66,,,,,,,,1.3985050162009864,1.4985050162009863
17,2020-06-28,state,USA,IL,,143117,7098.0,0.0,,,373.0,,1464.0,193.0,,,142776,1403255,611,,1.08,1.02,1.12,0.88,1.24,17.906424457853824,0.72,0.62,1.08,0.22,1.72,-21.0,1.0429871860868878,1.142987186086888
18,2020-06-28,state,USA,IN,,46071,2619.0,0.0,1468.0,7003.0,266.0,1504.0,617.0,86.0,,2521.0,44930,425605,500,,1.12,1.04,1.18,0.86,1.34,11.023087781576924,0.76,0.72,1.32,0.22,2.18,0.0,1.095212542879293,1.195212542879293
20,2020-06-28,state,USA,KS,,14016,272.0,0.0,356.0,1128.0,,,,,,,13538,154321,150,,1.28,1.18,1.36,0.96,1.58,2.1227805453760142,1.02,1.08,2.16,0.28,3.78,0.0,1.2947677314311312,1.3947677314311313
21,2020-06-28,state,USA,KY,,15480,577.0,0.0,996.0,2590.0,68.0,,386.0,,,,15232,343259,610,,1.08,0.98,1.16,0.74,1.4,4.631354876192176,0.9,0.92,1.84,0.26,3.2,1.0,1.0978575888720226,1.1978575888720226
22,2020-06-28,state,USA,LA,,56349,3199.0,0.0,,,,,715.0,76.0,,,56236,639875,613,,1.14,1.08,1.16,0.96,1.28,12.730104926749918,0.9,0.8,1.42,0.28,2.3000000000000003,0.0,1.1630396169267014,1.2630396169267015
25,2020-06-28,state,USA,MA,,108667,8060.0,0.0,,11319.0,134.0,,748.0,81.0,,,108667,727127,2500,,0.96,0.86,1.04,0.64,1.26,21.66569759001245,0.8200000000000001,0.7000000000000001,1.16,0.26,1.8,-20.0,0.927652615752254,1.0297694148718124
24,2020-06-28,state,USA,MD,,67360,3168.0,0.0,,10793.0,158.0,,446.0,,,,66777,452696,1350,,1.0,0.92,1.04,0.74,1.22,12.541554296507249,0.78,0.7000000000000001,1.26,0.22,2.08,-1.0,0.9532187445632604,1.0532187445632604
23,2020-06-28,state,USA,ME,,3191,104.0,0.0,,346.0,10.0,,31.0,4.0,,,3191,90304,40,,1.06,0.88,1.32,0.42,1.9,,,,,,,,1.007393767926553,1.2816552654250952
26,2020-06-28,state,USA,MI,,70042,6161.0,0.0,,,193.0,,557.0,106.0,,,69946,946733,1050,,1.16,1.08,1.22,0.88,1.42,9.786241500522513,0.84,0.76,1.4,0.24,2.32,0.0,1.1499423300388214,1.2499423300388215
27,2020-06-28,state,USA,MN,,35584,1460.0,0.0,1241.0,4010.0,143.0,,288.0,,,,35549,549868,800,,1.04,0.96,1.1,0.78,1.28,7.33896252599524,0.7000000000000001,0.7000000000000001,1.38,0.2,2.38,0.0,1.0278317033474471,1.1278317033474472
29,2020-06-28,state,USA,MO,,21254,1023.0,0.0,,,,,412.0,,,,20575,340598,69,,1.1,1.02,1.16,0.84,1.34,6.201831403805604,0.64,0.7000000000000001,1.4,0.2,2.46,0.0,1.1284281339641689,1.228428133964169
28,2020-06-28,state,USA,MS,,25899,1039.0,0.0,,3102.0,149.0,,676.0,88.0,,,25892,254296,250,,1.18,1.1,1.22,0.96,1.38,10.772689742460189,0.88,0.8,1.46,0.26,2.38,1.0,1.195480498968033,1.2954804989680329
30,2020-06-28,state,USA,MT,,863,22.0,0.0,,97.0,,,11.0,,,,863,81611,160,,1.34,1.1,1.6,0.58,2.24,,,,,,,,1.3486801906446455,1.622546422898108
37,2020-06-28,state,USA,NC,,62178,1338.0,0.0,,,,,890.0,,,,62142,809763,1500,,1.08,1.04,1.12,0.94,1.2,11.965133641657653,0.84,0.76,1.36,0.24,2.24,-2.0,1.0764538160270951,1.176453816027095
38,2020-06-28,state,USA,ND,,3504,88.0,0.0,,226.0,,,24.0,,,,3495,100430,352,,1.16,0.96,1.4,0.48,1.96,,,,,,,,1.1297240456058513,1.384833990402241
31,2020-06-28,state,USA,NE,,18900,271.0,0.0,,1315.0,,359.0,123.0,,3825.0,700.0,18775,154023,734,2250.0,1.0,0.88,1.1,0.6,1.38,,,,,,,,0.9925302822477908,1.111583926741407
33,2020-06-28,state,USA,NH,,5747,367.0,0.0,162.0,562.0,,,35.0,,,,5717,110392,125,,0.92,0.76,1.2,0.32,1.78,2.9941929295382814,0.8,0.9,1.86,0.24,3.3000000000000003,0.0,0.8746089730301858,1.152798716677474
34,2020-06-28,state,USA,NJ,,173036,14975.0,0.0,,19841.0,223.0,,1014.0,187.0,,,171182,1216651,2500,,0.96,0.88,1.02,0.72,1.18,34.88890564650979,0.96,0.78,1.18,0.36,1.72,0.0,0.9230798984148879,1.023079898414888
35,2020-06-28,state,USA,NM,,11809,492.0,0.0,,1851.0,,,122.0,,,,11619,311340,250,,1.18,1.06,1.26,0.78,1.54,3.182570021492417,0.74,0.86,1.78,0.22,3.22,0.0,1.1709810685209041,1.284365538756645
32,2020-06-28,state,USA,NV,,17187,500.0,0.0,,,122.0,,511.0,69.0,,,17160,250420,400,,1.26,1.2,1.32,1.04,1.46,3.3412255441904968,0.98,1.02,2.02,0.26,3.5,0.0,1.2740234501577072,1.374023450157707
36,2020-06-28,state,USA,NY,,397293,31137.0,0.0,,89995.0,229.0,,869.0,167.0,,,392539,3423946,9600,,1.0,0.92,1.04,0.8,1.16,27.22190799053225,0.76,0.62,1.04,0.26,1.58,0.0,0.981570779109802,1.081570779109802
39,2020-06-28,state,USA,OH,,50309,2807.0,0.0,1946.0,7681.0,182.0,,661.0,101.0,,,50309,706456,630,,1.2,1.14,1.24,1.0,1.36,16.333408117516242,0.86,0.74,1.28,0.26,2.02,0.0,1.2069884884035005,1.3069884884035006
40,2020-06-28,state,USA,OK,,12944,385.0,0.0,,1456.0,134.0,,329.0,,,,12994,313021,350,,1.08,1.0,1.16,0.8200000000000001,1.34,2.149211221935968,1.08,1.12,2.22,0.3,3.86,0.0,1.143856193312956,1.2438561933129562
41,2020-06-28,state,USA,OR,,8348,204.0,0.0,,1022.0,53.0,,149.0,35.0,,,8341,209050,600,,1.16,1.04,1.24,0.8,1.48,,,,,,,,1.1572155395881878,1.257215539588188
42,2020-06-28,state,USA,PA,,89785,6655.0,0.0,,,,,648.0,121.0,,,85496,657486,500,,1.14,1.08,1.2,0.94,1.34,21.523695569178766,0.86,0.72,1.18,0.28,1.82,-2.0,1.1280104038398573,1.2280104038398574
44,2020-06-28,state,USA,RI,,16661,927.0,0.0,,1984.0,16.0,,91.0,15.0,,,16661,213847,200,,0.86,0.7000000000000001,1.06,0.34,1.52,3.858180088187083,0.66,0.78,1.62,0.2,2.92,-4.0,0.8179137490461039,1.033636225140029
45,2020-06-28,state,USA,SC,,33320,716.0,0.0,,2622.0,,,954.0,,,,33320,326482,400,,1.22,1.16,1.24,1.06,1.34,11.599460363828742,1.08,0.94,1.66,0.34,2.66,0.0,1.2478091497971606,1.3478091497971607
46,2020-06-28,state,USA,SD,,6681,91.0,0.0,,652.0,,,75.0,,,,6681,72212,350,,1.0,0.8200000000000001,1.18,0.44,1.6,,,,,,,,0.9772661429056448,1.1686068641025005
47,2020-06-28,state,USA,TN,,39945,577.0,0.0,,2564.0,,,800.0,,,,40172,708381,737,,1.26,1.2,1.3,1.1,1.42,8.178169578288058,0.88,0.84,1.6,0.26,2.68,0.0,1.2530424375743359,1.3530424375743362
48,2020-06-28,state,USA,TX,,152866,2408.0,0.0,,,,,5497.0,,,,148728,1626491,3192,,1.2,1.16,1.2,1.12,1.24,37.93863077192126,1.08,0.9,1.32,0.44,1.88,-6.0,1.226472162992597,1.3264721629925968
49,2020-06-28,state,USA,UT,,21155,167.0,0.0,389.0,1396.0,83.0,,289.0,,,,21100,307349,1200,,1.06,0.98,1.1,0.8200000000000001,1.26,,,,,,,,1.0801030582035345,1.1801030582035346
51,2020-06-28,state,USA,VA,,61736,1732.0,0.0,,8823.0,235.0,,818.0,107.0,,,61736,566592,1270,,1.0,0.94,1.06,0.8,1.2,16.88426797739846,1.04,0.88,1.46,0.34,2.26,-2.0,1.0148683392842757,1.1148683392842758
50,2020-06-28,state,USA,VT,,1202,56.0,0.0,,,,,15.0,,,,1202,62663,53,,0.84,0.84,1.64,0.24,2.82,,,,,,,,0.8048445793268841,1.4240196685286328
53,2020-06-28,state,USA,WA,,33341,1311.0,0.0,,4240.0,,,304.0,58.0,,,31404,494398,680,,1.14,1.08,1.2,0.9,1.36,6.600698347608869,0.86,0.86,1.66,0.24,2.84,-17.0,1.1675193262518533,1.2675193262518534
55,2020-06-28,state,USA,WI,,30716,786.0,0.0,746.0,3393.0,89.0,,239.0,,,,30707,521747,600,,1.18,1.1,1.24,0.94,1.4,2.3059645201490127,0.64,0.84,1.8,0.2,3.3000000000000003,-21.0,1.1785759046514284,1.2785759046514285
54,2020-06-28,state,USA,WV,,2831,93.0,0.0,,,10.0,,32.0,4.0,,,2817,163691,225,,1.28,1.08,1.48,0.62,1.98,,,,,,,,1.3115365623251825,1.5169281189288712
56,2020-06-28,state,USA,WY,,1417,20.0,0.0,,112.0,,,5.0,,,,1417,30406,50,,1.58,1.3,1.96,0.58,2.8000000000000003,,,,,,,,1.355152018765046,1.7990948871346204
02,2020-06-29,state,USA,AK,,1085,12.0,0.0,,,,92.0,16.0,1.0,1885.0,198.0,904,107805,139,1019.0,1.24,1.04,1.5,0.52,2.1,,,,,,,,1.2451363522265066,1.513435114512332
01,2020-06-29,state,USA,AL,,37175,929.0,0.0,801.0,2725.0,,,715.0,,,,37175,356118,150,,1.18,1.12,1.2,1.0,1.32,11.749490800614671,0.9,0.8200000000000001,1.46,0.28,2.38,0.0,1.1602379629377024,1.2602379629377023
05,2020-06-29,state,USA,AR,,20257,265.0,0.0,,1380.0,,,300.0,63.0,,,20257,282279,374,,1.02,0.96,1.06,0.8,1.22,4.9330404334314135,0.78,0.84,1.68,0.24,2.96,2.0,1.0447822661753443,1.1447822661753446
04,2020-06-29,state,USA,AZ,,74602,1598.0,0.0,,4634.0,679.0,,2721.0,465.0,,,74533,436890,396,,1.12,1.08,1.12,1.02,1.2,33.3227119884932,1.02,0.84,1.28,0.38,1.86,-1.0,1.1557338303518565,1.2557338303518564
06,2020-06-29,state,USA,CA,,223995,5979.0,0.0,,,1686.0,,6179.0,,,,216550,3845142,7000,,1.2,1.16,1.2,1.12,1.24,62.738095540212186,1.02,0.84,1.18,0.46,1.6,4.0,1.2118354759060137,1.3118354759060138
08,2020-06-29,state,USA,CO,,32495,1682.0,0.0,,5401.0,,,234.0,,,,32307,287258,525,,1.08,0.98,1.16,0.76,1.38,3.8113139950119193,0.7000000000000001,0.8,1.66,0.2,2.98,0.0,1.0859253730308565,1.1859253730308563
09,2020-06-29,state,USA,CT,,46362,4320.0,0.0,,10268.0,,,99.0,,,,46362,398614,860,,0.72,0.58,0.9,0.24,1.34,2.7833649412203125,0.6,0.74,1.58,0.18,2.92,-10.0,0.8551565284320592,1.0073245421999208
11,2020-06-29,state,USA,DC,,10292,551.0,0.0,,,34.0,,121.0,23.0,,345.0,10292,85068,300,1897.0,1.0,0.8200000000000001,1.24,0.38,1.78,1.839609791784844,0.78,0.94,1.98,0.24,3.6,1.0,0.971855968322192,1.2254917896751698
10,2020-06-29,state,USA,DE,,11376,507.0,0.0,,,15.0,,72.0,,,,11376,98555,116,,1.24,1.08,1.36,0.72,1.74,3.559030776753915,0.56,0.7000000000000001,1.48,0.18,2.76,0.0,1.2577847043360864,1.4091278656915704
12,2020-06-29,state,USA,FL,,146333,3446.0,0.0,,14651.0,,,,,,,146341,1766402,1600,,1.26,1.24,1.28,1.2,1.32,41.575226057249694,1.08,0.88,1.3,0.44,1.82,-1.0,1.326353284001157,1.426353284001157
13,2020-06-29,state,USA,GA,,74816,2739.0,0.0,2289.0,10824.0,,,1359.0,,,,79417,743700,1300,,1.22,1.18,1.24,1.08,1.32,14.39325506342498,0.7000000000000001,0.64,1.16,0.2,1.9,0.0,1.2393139142985539,1.3393139142985542
15,2020-06-29,state,USA,HI,,884,18.0,0.0,,111.0,,,,,,,899,76256,80,,1.06,0.92,1.58,0.34,2.48,,,,,,,,1.0896619828409708,1.5260192547102904
19,2020-06-29,state,USA,IA,,28874,712.0,0.0,,,35.0,,119.0,18.0,,,28782,272063,200,,1.08,1.0,1.14,0.8200000000000001,1.32,2.671040924184035,0.74,0.88,1.86,0.22,3.36,0.0,1.1002544308847275,1.2002544308847276
16,2020-06-29,state,USA,ID,,5770,91.0,0.0,111.0,312.0,15.0,,42.0,,,,5319,81026,250,,1.3,1.2,1.38,0.96,1.62,,,,,,,,1.3857571845572063,1.4857571845572064
17,2020-06-29,state,USA,IL,,143885,7115.0,0.0,,,372.0,,1501.0,187.0,,,143514,1429435,611,,1.06,1.0,1.1,0.88,1.22,17.906424457853824,0.72,0.62,1.08,0.22,1.72,-21.0,1.0483280696062771,1.148328069606277
18,2020-06-29,state,USA,IN,,46370,2624.0,0.0,1469.0,7024.0,265.0,1493.0,626.0,85.0,,2505.0,45228,431291,500,,1.12,1.04,1.18,0.86,1.34,10.680003724443491,0.78,0.72,1.32,0.22,2.2,0.0,1.1044360829827276,1.2044360829827276
20,2020-06-29,state,USA,KS,,14569,276.0,0.0,360.0,1152.0,,,,,,,14443,162282,150,,1.24,1.14,1.32,0.92,1.54,2.132563298457731,1.0,1.06,2.16,0.28,3.78,0.0,1.2926267139957912,1.3926267139957913
21,2020-06-29,state,USA,KY,,15657,584.0,0.0,999.0,2602.0,69.0,,381.0,,,,15347,346094,610,,1.06,0.96,1.16,0.72,1.38,4.701397698093887,0.9,0.92,1.84,0.26,3.2,1.0,1.1018369262868486,1.201836926286849
22,2020-06-29,state,USA,LA,,57189,3199.0,0.0,,,,,737.0,79.0,,,57081,647556,613,,1.14,1.08,1.16,0.98,1.28,12.62613175729322,0.9,0.8,1.42,0.28,2.3000000000000003,0.0,1.1533857642846392,1.253385764284639
25,2020-06-29,state,USA,MA,,108768,8095.0,0.0,,11345.0,138.0,,762.0,79.0,,,108768,733519,2500,,0.96,0.86,1.04,0.64,1.28,21.66569759001245,0.8200000000000001,0.7000000000000001,1.16,0.26,1.8,-20.0,0.9335190325535196,1.0422620057324623
24,2020-06-29,state,USA,MD,,67837,3175.0,0.0,,10822.0,160.0,,447.0,,,,67254,462059,1350,,1.0,0.92,1.06,0.74,1.24,12.013824685818348,0.76,0.7000000000000001,1.28,0.22,2.08,-1.0,0.9629773372503398,1.06297733725034
23,2020-06-29,state,USA,ME,,3219,105.0,0.0,,347.0,8.0,,31.0,4.0,,,3219,90304,40,,1.04,0.86,1.3,0.4,1.88,,,,,,,,1.0005181363662028,1.27654332012545
26,2020-06-29,state,USA,MI,,70356,6165.0,0.0,,,193.0,,557.0,106.0,,,70223,959152,1050,,1.14,1.06,1.22,0.88,1.4,9.626083731276314,0.84,0.76,1.42,0.24,2.34,0.0,1.1542245278778585,1.2542245278778583
27,2020-06-29,state,USA,MN,,35896,1470.0,0.0,1249.0,4031.0,140.0,,278.0,,,,35861,557094,800,,1.04,0.96,1.1,0.78,1.28,7.0767051312079605,0.7000000000000001,0.72,1.4,0.2,2.42,0.0,1.0277214057273665,1.1277214057273663
29,2020-06-29,state,USA,MO,,21748,1026.0,0.0,,,,,599.0,,,,21043,346363,69,,1.08,1.0,1.14,0.8200000000000001,1.32,6.067771735639592,0.66,0.72,1.44,0.2,2.56,0.0,1.1188508982541658,1.218850898254166
28,2020-06-29,state,USA,MS,,26568,1059.0,0.0,,3115.0,158.0,,719.0,93.0,,,26567,256955,250,,1.16,1.1,1.22,0.94,1.36,10.70525483789066,0.88,0.8,1.46,0.26,2.4,1.0,1.1825926286673072,1.2825926286673073
30,2020-06-29,state,USA,MT,,919,22.0,0.0,,100.0,,,13.0,,,,919,87824,160,,1.32,1.1,1.58,0.58,2.2,,,,,,,,1.3436046200694889,1.6123841161459629
37,2020-06-29,state,USA,NC,,63684,1341.0,0.0,,,,,843.0,,,,63484,822821,1500,,1.08,1.02,1.1,0.94,1.2,11.744884295929198,0.84,0.76,1.38,0.24,2.26,-2.0,1.0776044362329316,1.1776044362329317
38,2020-06-29,state,USA,ND,,3548,88.0,0.0,,227.0,,,25.0,,,,3539,102152,352,,1.16,0.96,1.38,0.48,1.94,,,,,,,,1.1402650252245066,1.3912616659727668
31,2020-06-29,state,USA,NE,,19064,273.0,0.0,,1316.0,,,117.0,,,,18899,156373,734,,1.0,0.88,1.1,0.6,1.38,,,,,,,,0.9943859107398316,1.1154108053390366
33,2020-06-29,state,USA,NH,,5760,367.0,0.0,162.0,565.0,,,34.0,,,,5760,112538,125,,0.9,0.74,1.18,0.32,1.78,2.8221693119928664,0.78,0.9,1.84,0.22,3.3000000000000003,0.0,0.8705998958658273,1.1560149126316914
34,2020-06-29,state,USA,NJ,,173126,14992.0,0.0,,19847.0,225.0,,978.0,185.0,,,171272,1232712,2500,,0.92,0.84,0.98,0.68,1.14,34.69247291867364,0.96,0.78,1.2,0.36,1.72,0.0,0.908075196980172,1.0080751969801722
35,2020-06-29,state,USA,NM,,11982,493.0,0.0,,1865.0,,,114.0,,,,11809,319239,250,,1.16,1.04,1.26,0.78,1.52,3.0707605080680778,0.74,0.86,1.8,0.22,3.24,0.0,1.1749119297127388,1.2832177424336562
32,2020-06-29,state,USA,NV,,17971,505.0,0.0,,,124.0,,555.0,66.0,,,17894,255123,400,,1.22,1.16,1.28,1.0,1.42,3.4847872974095435,0.98,1.02,2.02,0.28,3.5,0.0,1.2631850312905666,1.363185031290567
36,2020-06-29,state,USA,NY,,397684,31143.0,0.0,,89995.0,216.0,,853.0,136.0,,,392930,3469983,9600,,0.98,0.92,1.02,0.78,1.16,25.822337490121242,0.76,0.62,1.04,0.24,1.6,0.0,0.9815399279410354,1.0815399279410354
39,2020-06-29,state,USA,OH,,51046,2818.0,0.0,1961.0,7746.0,245.0,,669.0,115.0,,,51046,723336,630,,1.18,1.12,1.22,0.98,1.34,15.776941797291375,0.84,0.72,1.26,0.26,2.02,0.0,1.2021060670119907,1.3021060670119908
40,2020-06-29,state,USA,OK,,13172,385.0,0.0,,1489.0,134.0,,329.0,,,,13172,313021,350,,1.08,1.0,1.16,0.8200000000000001,1.34,2.179306113626635,1.06,1.1,2.2,0.28,3.84,0.0,1.1356219556485805,1.2356219556485806
41,2020-06-29,state,USA,OR,,8494,206.0,0.0,,1025.0,44.0,,151.0,25.0,,,8485,226648,600,,1.14,1.04,1.24,0.8,1.48,,,,,,,,1.1581938921082864,1.259192666203126
42,2020-06-29,state,USA,PA,,90553,6663.0,0.0,,,,,635.0,111.0,,,85988,666901,500,,1.14,1.06,1.18,0.92,1.32,21.072033752644213,0.86,0.72,1.2,0.28,1.84,-2.0,1.1321653410957528,1.232165341095753
44,2020-06-29,state,USA,RI,,16764,946.0,0.0,,1995.0,15.0,,73.0,14.0,,,16764,221756,200,,0.88,0.72,1.08,0.34,1.54,3.56980893604966,0.66,0.78,1.64,0.2,2.98,-4.0,0.8051816683127607,1.035804235326932
45,2020-06-29,state,USA,SC,,34644,720.0,0.0,,2622.0,,,1032.0,,,,34644,334661,400,,1.18,1.14,1.22,1.04,1.32,11.866550173786099,1.06,0.94,1.64,0.32,2.6,0.0,1.239406533630981,1.339406533630981
46,2020-06-29,state,USA,SD,,6716,91.0,0.0,,657.0,,,70.0,,,,6716,72741,350,,1.0,0.84,1.18,0.44,1.62,,,,,,,,0.9784005483834788,1.1797663909951277
47,2020-06-29,state,USA,TN,,41388,585.0,0.0,,2599.0,,,839.0,,,,42297,734909,737,,1.24,1.18,1.28,1.08,1.4,8.25091858265527,0.88,0.84,1.6,0.26,2.68,0.0,1.254905347827903,1.3549053478279032
48,2020-06-29,state,USA,TX,,158756,2430.0,0.0,,,,,5913.0,,,,153011,1666178,3192,,1.16,1.14,1.18,1.08,1.22,38.63385476705707,1.1,0.9,1.32,0.44,1.88,-6.0,1.2160740882418808,1.3160740882418809
49,2020-06-29,state,USA,UT,,21818,168.0,0.0,394.0,1417.0,80.0,,254.0,,,,21664,312241,1200,,1.04,0.98,1.1,0.8200000000000001,1.24,,,,,,,,1.0737391080719296,1.1737391080719295
51,2020-06-29,state,USA,VA,,62189,1740.0,0.0,,8823.0,225.0,,796.0,101.0,,,62189,574183,1270,,1.02,0.94,1.06,0.8,1.22,16.809842614363024,1.0,0.86,1.44,0.34,2.22,-2.0,1.0183003476116357,1.1183003476116355
50,2020-06-29,state,USA,VT,,1208,56.0,0.0,,,,,13.0,,,,1208,63785,53,,0.8200000000000001,0.84,1.62,0.24,2.82,,,,,,,,0.8024840281602641,1.4356809590934048
53,2020-06-29,state,USA,WA,,34036,1321.0,0.0,,4275.0,,,270.0,52.0,,,31752,502691,680,,1.14,1.06,1.2,0.92,1.36,6.600698347608869,0.86,0.86,1.66,0.24,2.84,-17.0,1.1699911004820396,1.2699911004820397
55,2020-06-29,state,USA,WI,,31103,786.0,0.0,747.0,3407.0,90.0,,237.0,,,,31033,527359,600,,1.18,1.1,1.22,0.94,1.38,2.3059645201490127,0.64,0.84,1.8,0.2,3.3000000000000003,-21.0,1.1799684794984169,1.2799684794984172
54,2020-06-29,state,USA,WV,,2869,93.0,0.0,,,5.0,,28.0,3.0,,,2870,166785,225,,1.28,1.08,1.46,0.62,1.94,,,,,,,,1.3206385306546882,1.515024987565893
56,2020-06-29,state,USA,WY,,1450,20.0,0.0,,112.0,,,7.0,,,,1450,30406,50,,1.56,1.28,1.9,0.6,2.72,,,,,,,,1.392304979312326,1.8090017609234457
02,2020-06-30,state,USA,AK,,1132,12.0,0.0,,,,91.0,18.0,1.0,1885.0,198.0,940,111245,139,1004.0,1.22,1.02,1.46,0.52,2.06,,,,,,,,1.2474229379591424,1.5089282799217547
01,2020-06-30,state,USA,AL,,38045,950.0,0.0,806.0,2769.0,,,776.0,,,,38045,368607,150,,1.16,1.1,1.2,1.0,1.32,11.507470528915498,0.88,0.8,1.44,0.26,2.36,0.0,1.163131503817832,1.263131503817832
05,2020-06-30,state,USA,AR,,20777,270.0,0.0,,1413.0,,,290.0,67.0,,,20777,290426,374,,1.0,0.94,1.06,0.8,1.2,4.731039467320724,0.76,0.8200000000000001,1.68,0.22,2.96,2.0,1.0370011803959331,1.1370011803959332
04,2020-06-30,state,USA,AZ,,79399,1645.0,0.0,,4736.0,683.0,,2793.0,455.0,,,79215,453141,396,,1.1,1.06,1.12,1.0,1.18,33.160060226844124,1.0,0.8200000000000001,1.26,0.38,1.84,-1.0,1.1472960398588214,1.2472960398588215
06,2020-06-30,state,USA,CA,,232153,6083.0,0.0,,,1751.0,,6466.0,,,,222917,3944222,7000,,1.18,1.14,1.18,1.1,1.22,61.98703684715953,0.98,0.8200000000000001,1.16,0.44,1.58,4.0,1.208149151718592,1.308149151718592
08,2020-06-30,state,USA,CO,,32698,1690.0,0.0,,5442.0,,,271.0,,,,32511,291346,525,,1.06,0.96,1.14,0.74,1.36,3.6940118718993458,0.7000000000000001,0.8200000000000001,1.68,0.2,3.04,0.0,1.0813921447710078,1.1813921447710078
09,2020-06-30,state,USA,CT,,46514,4322.0,0.0,,10268.0,,,98.0,,,,46514,419880,860,,0.8200000000000001,0.66,1.02,0.3,1.46,2.7833649412203125,0.6,0.74,1.58,0.18,2.92,-10.0,0.9043377320474272,1.0831621884401574
11,2020-06-30,state,USA,DC,,10327,551.0,0.0,,,33.0,,126.0,22.0,,345.0,10327,86968,300,1924.0,1.0,0.8200000000000001,1.24,0.38,1.78,1.7644820839635509,0.8,0.96,2.02,0.24,3.66,1.0,0.9794196152807992,1.2370641600932488
10,2020-06-30,state,USA,DE,,11474,509.0,0.0,,,13.0,,64.0,,,,11474,99407,116,,1.24,1.08,1.36,0.72,1.72,2.953132457169532,0.54,0.7000000000000001,1.5,0.18,2.82,0.0,1.2651280695090632,1.41151595724179
12,2020-06-30,state,USA,FL,,152426,3504.0,0.0,,14879.0,,,,,,,152434,1792561,1600,,1.24,1.2,1.24,1.16,1.28,42.3740351031674,1.08,0.9,1.3,0.46,1.82,-1.0,1.314967836190428,1.414967836190428
